54.200000	118.2000
57.866667	119.8333
57.400000	118.2000
56.600000	115.6400
52.360000	114.0400
53.800000	64.6000
45.000000	97.4000
66.200000	105.4000
60.200000	97.4000
60.600000	85.4000
67.000000	97.4000
67.400000	92.2000
70.200000	118.2000
79.400000	107.8000
118.600000	133.8000
98.200000	137.8000
125.400000	139.8000
135.400000	130.2000
68.200000	86.6000
81.800000	99.4000
94.600000	100.2000
105.000000	88.2000
121.800000	64.6000
153.000000	51.0000
157.800000	45.4000
127.800000	69.0000
157.000000	59.8000
164.200000	57.8000
160.200000	42.6
167.800000	56.8
114.600000	59.8000
83.000000	91.4000
112.200000	38.6000
75.000000	59.0000
101.800000	105.4000
125.000000	126.6000
131.000000	75.8000
159.400000	94.2000
143.400000	121.4000
112.200000	33.6000
67.000000	59.0000
162.400000	94.2000
146.400000	121.4000
